complaint_id,issue_id,submission_date,unit_type,space_type,urgency,major_category,minor_category,issue_code
6995683,14617425,9/19/2019,APARTMENT,ENTIRE APARTMENT,NON EMERGENCY,PAINT/PLASTER,RADIATOR,PEELING OR FLAKING PAINT
6995683,14617426,9/19/2019,APARTMENT,KITCHEN,NON EMERGENCY,GENERAL,CABINET,DAMAGED OR MISSING
6995683,14617427,9/19/2019,APARTMENT,ENTIRE APARTMENT,NON EMERGENCY,PAINT/PLASTER,WALL,CHIPPED/PEELING/FLAKING
6995683,14617428,9/19/2019,APARTMENT,ENTIRE APARTMENT,NON EMERGENCY,DOOR/WINDOW,WINDOW FRAME,WINDOW STUCK CLOSED OR OPEN
6995683,14617429,9/19/2019,APARTMENT,ENTRANCE/FOYER,EMERGENCY,DOOR/WINDOW,DOOR,BROKEN OR MISSING
6995683,14617430,9/19/2019,APARTMENT,BATHROOM,EMERGENCY,UNSANITARY CONDITION,MOLD,N/A
6995683,14617431,9/19/2019,APARTMENT,ENTIRE APARTMENT,EMERGENCY,FLOORING/STAIRS,FLOOR,SAGGING OR SLOPING
6995683,14617432,9/19/2019,APARTMENT,BATHROOM,IMMEDIATE EMERGENCY,PLUMBING,RADIATOR,LOOSE OR DISCONNECTED
6995683,14617433,9/19/2019,APARTMENT,BEDROOM,IMMEDIATE EMERGENCY,PLUMBING,RADIATOR,LOOSE OR DISCONNECTED
6995690,14617449,3/31/2018,APARTMENT,KITCHEN,IMMEDIATE EMERGENCY,PLUMBING,RADIATOR,LOOSE OR DISCONNECTED
6995690,14617450,3/31/2018,APARTMENT,ENTIRE APARTMENT,NON EMERGENCY,PAINT/PLASTER,CEILING,CHIPPED/PEELING/FLAKING
6995690,14617451,3/31/2018,APARTMENT,ENTIRE APARTMENT,NON EMERGENCY,ELECTRIC,OUTLET/SWITCH,OUTLET SEALED OR DEFECTIVE
6995690,14617452,3/31/2018,APARTMENT,ENTRANCE/FOYER,NON EMERGENCY,GENERAL,BELL/BUZZER/INTERCOM,BROKEN OR MISSING
6995690,14617453,3/31/2018,APARTMENT,KITCHEN,EMERGENCY,UNSANITARY CONDITION,MOLD,N/A
6995690,14617454,3/31/2018,APARTMENT,ENTIRE APARTMENT,EMERGENCY,ELECTRIC,WIRING,EXPOSED
6995696,14617464,9/11/2019,APARTMENT,KITCHEN,EMERGENCY,FLOORING/STAIRS,FLOOR,SAGGING OR SLOPING
6995696,14617465,9/11/2019,APARTMENT,KITCHEN,NON EMERGENCY,APPLIANCE,REFRIGERATOR,BROKEN DOOR SEAL
6995706,14617497,4/4/2019,APARTMENT,KITCHEN,NON EMERGENCY,APPLIANCE,REFRIGERATOR,BROKEN DOOR SEAL
6995706,14617498,4/4/2019,APARTMENT,KITCHEN,NON EMERGENCY,APPLIANCE,ELECTRIC/GAS RANGE,CONTROL KNOB BROKEN OR MISSING
6995706,14617499,4/4/2019,APARTMENT,ENTRANCE/FOYER,EMERGENCY,DOOR/WINDOW,DOOR,LOCK BROKEN OR MISSING
6995706,14617502,4/4/2019,APARTMENT,BATHROOM,NON EMERGENCY,PLUMBING,BATHTUB/SHOWER,FAUCET BROKEN/MISSING/LEAKING
6995706,14617503,4/4/2019,APARTMENT,LIVING ROOM,EMERGENCY,DOOR/WINDOW,WINDOW PANE,GLASS BROKEN OR MISSING
6995706,14617504,4/4/2019,APARTMENT,LIVING ROOM,EMERGENCY,DOOR/WINDOW,DOOR,BROKEN OR MISSING
6995707,14617500,4/15/2019,APARTMENT,KITCHEN,NON EMERGENCY,APPLIANCE,ELECTRIC/GAS RANGE,PILOT LIGHT OUT
6995707,14617501,4/15/2019,APARTMENT,KITCHEN,NON EMERGENCY,APPLIANCE,REFRIGERATOR,BROKEN DOOR SEAL
6995708,14617506,12/6/2018,APARTMENT,ENTRANCE/FOYER,EMERGENCY,DOOR/WINDOW,DOOR,LOCK BROKEN OR MISSING
6995708,14617507,12/6/2018,APARTMENT,BEDROOM,NON EMERGENCY,FLOORING/STAIRS,FLOOR,BROKEN OR DEFECTIVE
6995708,14617508,12/6/2018,APARTMENT,KITCHEN,NON EMERGENCY,GENERAL,VENTILATION SYSTEM,BROKEN OR MISSING
6995708,14617509,12/6/2018,APARTMENT,BEDROOM,EMERGENCY,PAINT/PLASTER,CEILING,HOLE OR CRACKED
6995708,14617510,12/6/2018,APARTMENT,PRIVATE HALL,EMERGENCY,PAINT/PLASTER,CEILING,HOLE OR CRACKED
6995708,14617511,12/6/2018,APARTMENT,KITCHEN,EMERGENCY,PLUMBING,BASIN/SINK,PIPE LEAKING
6995708,14617512,12/6/2018,APARTMENT,BATHROOM,EMERGENCY,PLUMBING,BATHTUB/SHOWER,BROKEN OR MISSING
6995708,14617513,12/6/2018,APARTMENT,LIVING ROOM,EMERGENCY,SAFETY,WINDOW GUARD BROKEN/MISSING,CHILD UNDER 11
6995708,14617514,12/6/2018,APARTMENT,BATHROOM,EMERGENCY,DOOR/WINDOW,DOOR,BROKEN OR MISSING
6995708,14617515,12/6/2018,APARTMENT,BEDROOM,EMERGENCY,DOOR/WINDOW,DOOR,BROKEN OR MISSING
6995714,14617533,3/27/2020,APARTMENT,ENTRANCE/FOYER,IMMEDIATE EMERGENCY,PAINT/PLASTER,CEILING,COLLAPSING OR FALLING
6995714,14617534,3/27/2020,APARTMENT,ENTIRE APARTMENT,NON EMERGENCY,UNSANITARY CONDITION,PESTS,OTHER
6995714,14617535,3/27/2020,APARTMENT,ENTIRE APARTMENT,NON EMERGENCY,FLOORING/STAIRS,FLOOR,BROKEN OR DEFECTIVE
6995714,14617536,3/27/2020,APARTMENT,ENTIRE APARTMENT,NON EMERGENCY,UNSANITARY CONDITION,PESTS,MICE
6995714,14617537,3/27/2020,APARTMENT,ENTIRE APARTMENT,NON EMERGENCY,UNSANITARY CONDITION,PESTS,ROACHES
6995714,14617538,3/27/2020,APARTMENT,BATHROOM,EMERGENCY,UNSANITARY CONDITION,MOLD,N/A
6995715,14617539,7/12/2019,APARTMENT,KITCHEN,NON EMERGENCY,APPLIANCE,REFRIGERATOR,BROKEN DOOR SEAL
6995715,14617540,7/12/2019,APARTMENT,ENTIRE APARTMENT,NON EMERGENCY,UNSANITARY CONDITION,PESTS,ROACHES
6995715,14617541,7/12/2019,APARTMENT,ENTIRE APARTMENT,NON EMERGENCY,UNSANITARY CONDITION,PESTS,MICE
6995716,14617542,5/8/2018,APARTMENT,BATHROOM,EMERGENCY,DOOR/WINDOW,DOOR,BROKEN OR MISSING
6995716,14617543,5/8/2018,APARTMENT,BATHROOM,NON EMERGENCY,PLUMBING,BATHTUB/SHOWER,CHIPPED OR RUSTED
6995716,14617544,5/8/2018,APARTMENT,BEDROOM,EMERGENCY,DOOR/WINDOW,DOOR,BROKEN OR MISSING
6995716,14617545,5/8/2018,APARTMENT,BATHROOM,EMERGENCY,PLUMBING,BATHTUB/SHOWER,BROKEN OR MISSING
6995728,14617567,1/7/2020,PUBLIC AREA,HALLWAY,EMERGENCY,WATER LEAK,HEAVY FLOW,AT WALL OR CEILING
6995728,14617568,1/7/2020,PUBLIC AREA,ROOF,EMERGENCY,OUTSIDE BUILDING,ROOFING,LEAKING
6995752,14617630,1/24/2018,APARTMENT,BATHROOM,EMERGENCY,PLUMBING,BATHTUB/SHOWER,LEAKING INTO OTHER APARTMENT
6995752,14617631,1/24/2018,APARTMENT,ENTRANCE/FOYER,NON EMERGENCY,GENERAL,BELL/BUZZER/INTERCOM,BROKEN OR MISSING
6995757,14617641,10/29/2019,APARTMENT,ENTIRE APARTMENT,NON EMERGENCY,PAINT/PLASTER,CEILING,CHIPPED/PEELING/FLAKING
6995757,14617642,10/29/2019,APARTMENT,ENTIRE APARTMENT,NON EMERGENCY,PAINT/PLASTER,WALL,CHIPPED/PEELING/FLAKING
6995760,14617654,5/24/2018,APARTMENT,KITCHEN,EMERGENCY,FLOORING/STAIRS,FLOOR,SAGGING OR SLOPING
6995760,14617655,5/24/2018,APARTMENT,LIVING ROOM,NON EMERGENCY,PAINT/PLASTER,WINDOW/FRAME,PEELING OR FLAKING PAINT
6995761,14617656,5/18/2018,APARTMENT,ENTIRE APARTMENT,IMMEDIATE EMERGENCY,HEAT/HOT WATER,APARTMENT ONLY,HEAT ON IN SUMMER
6995763,14617658,5/4/2019,APARTMENT,LIVING ROOM,NON EMERGENCY,WATER LEAK,DAMP SPOT,FROM WALL OR CEILING
6995764,14617660,11/23/2019,APARTMENT,ENTIRE APARTMENT,EMERGENCY,UNSANITARY CONDITION,MOLD,N/A
6995764,14617661,11/23/2019,APARTMENT,PRIVATE HALL,EMERGENCY,ELECTRIC,LIGHTING,FIXTURE WET OR FLOODED
6995764,14617662,11/23/2019,APARTMENT,BATHROOM,EMERGENCY,ELECTRIC,LIGHTING,FIXTURE WET OR FLOODED
6995764,14617663,11/23/2019,APARTMENT,ENTIRE APARTMENT,EMERGENCY,WATER LEAK,HEAVY FLOW,AT WALL OR CEILING
6995768,14617681,11/26/2019,PUBLIC AREA,FIRE EXIT/PASSAGEWAY,NON EMERGENCY,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,ACCUMULATION
6995769,14617682,11/15/2020,PUBLIC AREA,HALLWAY,IMMEDIATE EMERGENCY,PAINT/PLASTER,CEILING,COLLAPSING OR FALLING
6995769,14617683,11/15/2020,PUBLIC AREA,HALLWAY,NON EMERGENCY,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,ACCUMULATION
6995769,14617684,11/15/2020,PUBLIC AREA,HALLWAY,NON EMERGENCY,FLOORING/STAIRS,FLOOR,FLOOR COVERING TORN OR MISSING
6995769,14617685,11/15/2020,PUBLIC AREA,ROOF,EMERGENCY,OUTSIDE BUILDING,ROOFING,LEAKING
6995769,14617686,11/15/2020,PUBLIC AREA,HALLWAY,EMERGENCY,UNSANITARY CONDITION,MOLD,N/A
6995772,14617691,1/20/2018,APARTMENT,BATHROOM,EMERGENCY,UNSANITARY CONDITION,MOLD,N/A
6995772,14617692,1/20/2018,APARTMENT,ENTIRE APARTMENT,NON EMERGENCY,FLOORING/STAIRS,FLOOR,BROKEN OR DEFECTIVE
6995772,14617693,1/20/2018,APARTMENT,PRIVATE HALL,EMERGENCY,FLOORING/STAIRS,FLOOR,SAGGING OR SLOPING
6995772,14617694,1/20/2018,APARTMENT,BEDROOM,NON EMERGENCY,DOOR/WINDOW,WINDOW FRAME,WINDOW STUCK CLOSED OR OPEN
6995775,14617703,2/4/2017,APARTMENT,KITCHEN,NON EMERGENCY,APPLIANCE,REFRIGERATOR,BROKEN DOOR SEAL
6995775,14617705,2/4/2017,APARTMENT,KITCHEN,NON EMERGENCY,FLOORING/STAIRS,FLOOR,BROKEN OR DEFECTIVE
6995775,14617715,2/4/2017,APARTMENT,BATHROOM,EMERGENCY,PLUMBING,BASIN/SINK,DRAIN PIPE BLOCKED OR BROKEN
6995775,14617717,2/4/2017,APARTMENT,BATHROOM,NON EMERGENCY,PLUMBING,TOILET,CONTINUOUSLY RUNS
6995775,14617718,2/4/2017,APARTMENT,BATHROOM,EMERGENCY,PLUMBING,TOILET,BOWL STOPPED UP
6995775,14617721,2/4/2017,APARTMENT,BATHROOM,EMERGENCY,PLUMBING,BATHTUB/SHOWER,BROKEN OR MISSING
6995775,14617734,2/4/2017,APARTMENT,OTHER ROOM/AREA,NON EMERGENCY,FLOORING/STAIRS,FLOOR,BROKEN OR DEFECTIVE
6995778,14617719,8/18/2020,APARTMENT,BEDROOM,IMMEDIATE EMERGENCY,PAINT/PLASTER,CEILING,COLLAPSING OR FALLING
6995780,14617725,3/6/2020,APARTMENT,BATHROOM,EMERGENCY,UNSANITARY CONDITION,MOLD,N/A
6995780,14617726,3/6/2020,APARTMENT,BEDROOM,NON EMERGENCY,DOOR/WINDOW,WINDOW FRAME,WINDOW STUCK CLOSED OR OPEN
6995780,14617727,3/6/2020,APARTMENT,PRIVATE HALL,NON EMERGENCY,FLOORING/STAIRS,FLOOR,BROKEN OR DEFECTIVE
6995782,14617736,5/5/2020,APARTMENT,KITCHEN,NON EMERGENCY,PLUMBING,BASIN/SINK,NO WATER
6995784,14617738,5/4/2019,APARTMENT,ENTIRE APARTMENT,EMERGENCY,DOOR/WINDOW,DOOR,BROKEN OR MISSING
6995784,14617739,5/4/2019,APARTMENT,BATHROOM,NON EMERGENCY,GENERAL,CABINET,DAMAGED OR MISSING
6995784,14617740,5/4/2019,APARTMENT,BATHROOM,NON EMERGENCY,PAINT/PLASTER,WALL,BULGING/HOLE/CRACKED
6995784,14617741,5/4/2019,APARTMENT,BEDROOM,NON EMERGENCY,PAINT/PLASTER,WALL,DIRTY OR UNSANITARY
6995785,14617743,4/9/2018,APARTMENT,BEDROOM,EMERGENCY,UNSANITARY CONDITION,MOLD,N/A
6995785,14617744,4/9/2018,APARTMENT,ENTRANCE/FOYER,NON EMERGENCY,GENERAL,BELL/BUZZER/INTERCOM,BROKEN OR MISSING
6995785,14617745,4/9/2018,APARTMENT,KITCHEN,NON EMERGENCY,APPLIANCE,REFRIGERATOR,BROKEN DOOR SEAL
6995785,14617746,4/9/2018,APARTMENT,ENTIRE APARTMENT,EMERGENCY,ELECTRIC,WIRING,ILLEGAL
6995785,14617747,4/9/2018,APARTMENT,KITCHEN,EMERGENCY,APPLIANCE,ELECTRIC/GAS RANGE,OVEN DOOR MISSING OR BROKEN
6995786,14617750,2/28/2019,PUBLIC AREA,COMPACTOR CLOSET,NON EMERGENCY,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,ACCUMULATION
6995786,14617751,2/28/2019,PUBLIC AREA,LOBBY,NON EMERGENCY,UNSANITARY CONDITION,PESTS,ROACHES
6995786,14617752,2/28/2019,PUBLIC AREA,COMPACTOR CLOSET,NON EMERGENCY,UNSANITARY CONDITION,PESTS,ROACHES
6995786,14617753,2/28/2019,PUBLIC AREA,YARD,NON EMERGENCY,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,ACCUMULATION
6995786,14617754,2/28/2019,PUBLIC AREA,STAIRS,NON EMERGENCY,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,ACCUMULATION
6995788,14617756,8/18/2020,APARTMENT,BEDROOM,IMMEDIATE EMERGENCY,PAINT/PLASTER,CEILING,COLLAPSING OR FALLING
6995788,14617757,8/18/2020,APARTMENT,BEDROOM,EMERGENCY,WATER LEAK,HEAVY FLOW,AT WALL OR CEILING
6995788,14617758,8/18/2020,APARTMENT,OTHER ROOM/AREA,EMERGENCY,UNSANITARY CONDITION,MOLD,N/A
6995788,14617759,8/18/2020,APARTMENT,BEDROOM,EMERGENCY,UNSANITARY CONDITION,MOLD,N/A
6995790,14617762,11/27/2019,BUILDING,BUILDING-WIDE,IMMEDIATE EMERGENCY,PLUMBING,WATER SUPPLY,NO WATER
6995791,14617763,1/7/2018,PUBLIC AREA,YARD,EMERGENCY,DOOR/WINDOW,DOOR,LOCK BROKEN OR MISSING
6995791,14617764,1/7/2018,PUBLIC AREA,YARD,EMERGENCY,PLUMBING,SEWER,BROKEN OR BLOCKED PIPE
6995796,14617773,2/12/2017,APARTMENT,KITCHEN,EMERGENCY,PLUMBING,BASIN/SINK,DRAIN PIPE BLOCKED OR BROKEN
6995809,14617808,1/10/2017,PUBLIC AREA,HALLWAY,NON EMERGENCY,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,ACCUMULATION
6995811,14617812,6/6/2018,APARTMENT,ENTIRE APARTMENT,EMERGENCY,UNSANITARY CONDITION,PESTS,BED BUGS
6995813,14617820,1/16/2019,APARTMENT,BEDROOM,NON EMERGENCY,FLOORING/STAIRS,FLOOR,HOLE IN NON-WALKING AREA
6995813,14617821,1/16/2019,APARTMENT,ENTIRE APARTMENT,NON EMERGENCY,UNSANITARY CONDITION,PESTS,MICE
6995816,14617827,11/29/2019,APARTMENT,KITCHEN,NON EMERGENCY,APPLIANCE,REFRIGERATOR,BROKEN DOOR SEAL
6995821,14617840,2/1/2017,APARTMENT,BEDROOM,EMERGENCY,UNSANITARY CONDITION,MOLD,N/A
6995821,14617841,2/1/2017,APARTMENT,BATHROOM,EMERGENCY,UNSANITARY CONDITION,MOLD,N/A
6995826,14617846,1/27/2017,APARTMENT,KITCHEN,EMERGENCY,PLUMBING,BASIN/SINK,BASIN BROKEN/LEAKING
6995829,14617853,10/23/2017,APARTMENT,KITCHEN,NON EMERGENCY,FLOORING/STAIRS,FLOOR,BROKEN OR DEFECTIVE
6995834,14617862,4/25/2018,APARTMENT,PRIVATE HALL,IMMEDIATE EMERGENCY,PAINT/PLASTER,WALL,COLLAPSING OR FALLING
6995834,14617863,4/25/2018,APARTMENT,KITCHEN,NON EMERGENCY,APPLIANCE,ELECTRIC/GAS RANGE,NO GAS OR ELECTRICITY
6995834,14617864,4/25/2018,APARTMENT,ENTIRE APARTMENT,NON EMERGENCY,UNSANITARY CONDITION,PESTS,OTHER
6995834,14617865,4/25/2018,APARTMENT,PRIVATE HALL,EMERGENCY,UNSANITARY CONDITION,MOLD,N/A
6995834,14617866,4/25/2018,APARTMENT,ENTIRE APARTMENT,EMERGENCY,SAFETY,WINDOW GUARD BROKEN/MISSING,NO CHILD UNDER 11
6995835,14617867,9/26/2018,APARTMENT,BATHROOM,EMERGENCY,ELECTRIC,NO LIGHTING,ONE ROOM OR AREA
6995837,14617871,9/1/2017,APARTMENT,ENTIRE APARTMENT,EMERGENCY,GENERAL,COOKING GAS,SHUT-OFF
6995839,14617875,4/22/2020,APARTMENT,LIVING ROOM,EMERGENCY,UNSANITARY CONDITION,MOLD,N/A
6995839,14617876,4/22/2020,APARTMENT,PRIVATE HALL,NON EMERGENCY,WATER LEAK,SLOW LEAK,AT WALL OR CEILING
6995839,14617877,4/22/2020,APARTMENT,BATHROOM,NON EMERGENCY,WATER LEAK,SLOW LEAK,AT WALL OR CEILING
6995839,14617878,4/22/2020,APARTMENT,PRIVATE HALL,EMERGENCY,PAINT/PLASTER,CEILING,HOLE OR CRACKED
6995839,14617879,4/22/2020,APARTMENT,BATHROOM,EMERGENCY,PAINT/PLASTER,CEILING,HOLE OR CRACKED
6995844,14617883,1/22/2018,APARTMENT,BATHROOM,IMMEDIATE EMERGENCY,PAINT/PLASTER,CEILING,COLLAPSING OR FALLING
6995844,14617884,1/22/2018,APARTMENT,BATHROOM,NON EMERGENCY,WATER LEAK,DAMP SPOT,FROM WALL OR CEILING
6995844,14617885,1/22/2018,APARTMENT,BATHROOM,EMERGENCY,UNSANITARY CONDITION,MOLD,N/A
6995854,14617914,12/6/2018,APARTMENT,ENTIRE APARTMENT,EMERGENCY,UNSANITARY CONDITION,MOLD,N/A
6995854,14617915,12/6/2018,APARTMENT,KITCHEN,NON EMERGENCY,FLOORING/STAIRS,FLOOR,TILE BROKEN OR MISSING
6995854,14617916,12/6/2018,APARTMENT,KITCHEN,NON EMERGENCY,GENERAL,CABINET,DAMAGED OR MISSING
6995854,14617917,12/6/2018,APARTMENT,ENTIRE APARTMENT,NON EMERGENCY,PAINT/PLASTER,WALL,CHIPPED/PEELING/FLAKING
6995854,14617918,12/6/2018,APARTMENT,ENTIRE APARTMENT,EMERGENCY,GENERAL,COOKING GAS,SHUT-OFF
6995854,14617919,12/6/2018,APARTMENT,PRIVATE HALL,EMERGENCY,ELECTRIC,NO LIGHTING,ONE ROOM OR AREA
6995854,14617920,12/6/2018,APARTMENT,KITCHEN,EMERGENCY,WATER LEAK,HEAVY FLOW,AT WALL OR CEILING
6995869,14617974,8/27/2020,APARTMENT,ENTIRE APARTMENT,EMERGENCY,SAFETY,WINDOW GUARD BROKEN/MISSING,CHILD UNDER 11
6995876,14618009,11/20/2020,APARTMENT,BATHROOM,NON EMERGENCY,PLUMBING,WATER SUPPLY,LOW WATER PRESSURE
6995877,14618011,6/2/2019,APARTMENT,ENTIRE APARTMENT,IMMEDIATE EMERGENCY,ELECTRIC,POWER OUTAGE,ENTIRE APARTMENT
6995879,14618020,2/28/2018,PUBLIC AREA,HALLWAY,NON EMERGENCY,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,ACCUMULATION
6995881,14618024,3/21/2020,PUBLIC AREA,BUILDING ENTRANCE,NON EMERGENCY,GENERAL,MAILBOX,BOX BROKEN OR MISSING
6995881,14618025,3/21/2020,PUBLIC AREA,HALLWAY,NON EMERGENCY,PAINT/PLASTER,WALL,CHIPPED/PEELING/FLAKING
6995881,14618026,3/21/2020,PUBLIC AREA,STAIRS,NON EMERGENCY,PAINT/PLASTER,WALL,CHIPPED/PEELING/FLAKING
6995881,14618027,3/21/2020,PUBLIC AREA,BUILDING ENTRANCE,NON EMERGENCY,GENERAL,BELL/BUZZER/INTERCOM,BROKEN OR MISSING
6995886,14618034,1/9/2020,BUILDING,BUILDING-WIDE,EMERGENCY,GENERAL,COOKING GAS,SHUT-OFF
6995886,14618035,1/9/2020,BUILDING,BUILDING-WIDE,EMERGENCY,HEAT/HOT WATER,ENTIRE BUILDING,NO HOT WATER
6995900,14618063,1/17/2017,APARTMENT,ENTRANCE/FOYER,NON EMERGENCY,GENERAL,BELL/BUZZER/INTERCOM,BROKEN OR MISSING
6995900,14618064,1/17/2017,APARTMENT,ENTIRE APARTMENT,NON EMERGENCY,DOOR/WINDOW,WINDOW FRAME,WINDOW STUCK CLOSED OR OPEN
6995905,14618080,5/4/2019,APARTMENT,ENTIRE APARTMENT,EMERGENCY,UNSANITARY CONDITION,PESTS,BED BUGS
6995907,14618082,9/13/2020,APARTMENT,KITCHEN,NON EMERGENCY,PLUMBING,BASIN/SINK,FAUCET BROKEN/MISSING/LEAKING
6995912,14618095,9/11/2020,APARTMENT,ENTIRE APARTMENT,EMERGENCY,HEAT/HOT WATER,APARTMENT ONLY,NO HOT WATER
6995913,14618096,2/18/2017,APARTMENT,ENTIRE APARTMENT,NON EMERGENCY,UNSANITARY CONDITION,PESTS,FLIES
6995921,14618118,7/10/2019,APARTMENT,BEDROOM,EMERGENCY,PLUMBING,RADIATOR,CRACKED OR LEAKING
6995921,14618119,7/10/2019,APARTMENT,BEDROOM,NON EMERGENCY,PAINT/PLASTER,WALL,BULGING/HOLE/CRACKED
6995921,14618120,7/10/2019,APARTMENT,KITCHEN,NON EMERGENCY,GENERAL,CABINET,DAMAGED OR MISSING
6995921,14618121,7/10/2019,APARTMENT,LIVING ROOM,EMERGENCY,PLUMBING,RADIATOR,CRACKED OR LEAKING
6995925,14618131,10/8/2018,APARTMENT,ENTIRE APARTMENT,EMERGENCY,UNSANITARY CONDITION,MOLD,N/A
6995925,14618132,10/8/2018,APARTMENT,ENTIRE APARTMENT,NON EMERGENCY,PAINT/PLASTER,CEILING,DIRTY OR UNSANITARY
6995925,14618133,10/8/2018,APARTMENT,ENTIRE APARTMENT,NON EMERGENCY,PAINT/PLASTER,WALL,DIRTY OR UNSANITARY
6995925,14618134,10/8/2018,APARTMENT,ENTIRE APARTMENT,NON EMERGENCY,WATER LEAK,DAMP SPOT,FROM WALL OR CEILING
6995925,14618135,10/8/2018,APARTMENT,ENTIRE APARTMENT,NON EMERGENCY,FLOORING/STAIRS,FLOOR,BROKEN OR DEFECTIVE
6995928,14618138,10/9/2020,APARTMENT,BATHROOM,EMERGENCY,PAINT/PLASTER,CEILING,HOLE OR CRACKED
6995928,14618139,10/9/2020,APARTMENT,BATHROOM,NON EMERGENCY,WATER LEAK,SLOW LEAK,AT WALL OR CEILING
6995928,14618140,10/9/2020,APARTMENT,BATHROOM,EMERGENCY,PLUMBING,BATHTUB/SHOWER,BROKEN OR MISSING
6995929,14618141,6/10/2017,APARTMENT,ENTIRE APARTMENT,EMERGENCY,ELECTRIC,WIRING,ILLEGAL
6995930,14618142,3/12/2020,APARTMENT,ENTIRE APARTMENT,EMERGENCY,SAFETY,WINDOW GUARD BROKEN/MISSING,CHILD UNDER 11
6995930,14618143,3/12/2020,APARTMENT,ENTIRE APARTMENT,NON EMERGENCY,UNSANITARY CONDITION,PESTS,ROACHES
6995931,14618145,12/18/2019,APARTMENT,KITCHEN,EMERGENCY,APPLIANCE,ELECTRIC/GAS RANGE,OVEN DOOR MISSING OR BROKEN
6995931,14618146,12/18/2019,APARTMENT,KITCHEN,NON EMERGENCY,APPLIANCE,REFRIGERATOR,BROKEN DOOR SEAL
6995933,14618149,1/5/2018,PUBLIC AREA,LOBBY,NON EMERGENCY,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,ACCUMULATION
6995933,14618150,1/5/2018,PUBLIC AREA,YARD,NON EMERGENCY,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,ACCUMULATION
6995937,14618154,5/20/2017,APARTMENT,BATHROOM,EMERGENCY,PLUMBING,BATHTUB/SHOWER,LEAKING INTO OTHER APARTMENT
6995937,14618155,5/20/2017,APARTMENT,LIVING ROOM,EMERGENCY,ELECTRIC,NO LIGHTING,ONE ROOM OR AREA
6995937,14618156,5/20/2017,APARTMENT,KITCHEN,EMERGENCY,ELECTRIC,NO LIGHTING,ONE ROOM OR AREA
6995940,14618160,12/15/2020,APARTMENT,BATHROOM,EMERGENCY,PLUMBING,TOILET,BOWL STOPPED UP
6995941,14618161,1/1/2017,APARTMENT,BATHROOM,IMMEDIATE EMERGENCY,PLUMBING,STEAM PIPE/RISER,CRACKED OR BROKEN
6995941,14618162,1/1/2017,APARTMENT,BEDROOM,NON EMERGENCY,FLOORING/STAIRS,FLOOR,BROKEN OR DEFECTIVE
6995941,14618163,1/1/2017,APARTMENT,ENTIRE APARTMENT,NON EMERGENCY,UNSANITARY CONDITION,PESTS,ROACHES
6995941,14618164,1/1/2017,APARTMENT,KITCHEN,NON EMERGENCY,FLOORING/STAIRS,FLOOR,BROKEN OR DEFECTIVE
6995941,14618165,1/1/2017,APARTMENT,KITCHEN,EMERGENCY,ELECTRIC,LIGHTING,FIXTURE SPARKS WHEN TURNED ON
6995944,14618179,8/31/2017,APARTMENT,KITCHEN,EMERGENCY,PLUMBING,BASIN/SINK,DRAIN PIPE BLOCKED OR BROKEN
6995949,14618185,5/24/2017,APARTMENT,KITCHEN,EMERGENCY,WATER LEAK,HEAVY FLOW,AT WALL OR CEILING
6995959,14618205,11/15/2018,BUILDING,BUILDING-WIDE,EMERGENCY,PLUMBING,WATER SUPPLY,NO HOT WATER
6995959,14618206,11/15/2018,APARTMENT,ENTIRE APARTMENT,NON EMERGENCY,DOOR/WINDOW,WINDOW FRAME,WINDOW STUCK CLOSED OR OPEN
6995959,14618207,11/15/2018,APARTMENT,KITCHEN,NON EMERGENCY,GENERAL,CABINET,DAMAGED OR MISSING
6995959,14618208,11/15/2018,APARTMENT,ENTRANCE/FOYER,NON EMERGENCY,FLOORING/STAIRS,FLOOR,TILE BROKEN OR MISSING
6995959,14618209,11/15/2018,APARTMENT,ENTRANCE/FOYER,EMERGENCY,DOOR/WINDOW,DOOR,LOCK BROKEN OR MISSING
6995960,14618210,3/28/2020,APARTMENT,ENTIRE APARTMENT,EMERGENCY,UNSANITARY CONDITION,PESTS,BED BUGS
6995965,14618221,8/4/2019,APARTMENT,LIVING ROOM,NON EMERGENCY,DOOR/WINDOW,WINDOW FRAME,WINDOW STUCK CLOSED OR OPEN
6995967,14618223,3/19/2017,APARTMENT,BEDROOM,EMERGENCY,WATER LEAK,HEAVY FLOW,AT WALL OR CEILING
6995972,14618233,4/14/2018,APARTMENT,LIVING ROOM,NON EMERGENCY,PAINT/PLASTER,WALL,BULGING/HOLE/CRACKED
6995972,14618234,4/14/2018,APARTMENT,KITCHEN,NON EMERGENCY,PAINT/PLASTER,WALL,BULGING/HOLE/CRACKED
6995972,14618235,4/14/2018,APARTMENT,KITCHEN,NON EMERGENCY,GENERAL,CABINET,DAMAGED OR MISSING
